id,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Yaw,Pitch,Roll,Pressure,Temperature,Alttitude
9557,0.97,-0.67,0.64,-56.45,64.19,-86.08,24.6,-27.15,24.6,738.21,1.41,3920.0
9558,0.11,-0.11,0.41,-40.82,18.93,-29.71,4.11,-7.82,5.26,738.47,6.63,3920.0
9559,-0.45,0.26,-0.19,-10.37,-29.71,4.11,-22.63,4.11,-7.82,482.44,22.04,7215.0
9560,-0.56,0.19,-0.15,15.22,-51.93,7.82,-15.22,4.11,-7.82,241.12,32.37,10003.33
9561,0.15,-0.48,0.52,-4.11,30.37,-26.33,5.26,-7.82,15.22,240.95,30.63,10000.0
9562,0.15,-0.48,0.52,-4.11,30.37,-26.33,-20.67,-4.11,7.82,240.85,22.15,9990.0
9563,0.37,-0.82,0.67,-15.22,22.96,-55.96,-20.67,-4.11,7.82,240.85,22.15,9993.33
9564,-0.11,0.04,-0.19,4.11,-33.41,-25.52,-37.45,15.22,-12.67,241.05,16.97,10003.33
9565,-0.34,0.22,-0.0,-7.0,-15.22,0.08,-7.82,18.93,-2.7,459.57,21.93,8010.0
9566,-0.86,1.26,-0.86,37.93,-41.97,70.93,-34.56,34.56,-15.78,459.83,18.53,8023.33
9567,-0.89,1.34,-0.93,63.53,-41.97,89.12,-52.75,28.3,-14.63,459.73,10.0,8013.33
9568,-0.6,1.26,-1.27,63.53,-60.15,74.64,-70.93,22.04,-17.19,488.57,11.78,7013.33
9569,-0.15,0.67,-0.52,29.71,-26.0,15.22,-47.89,-4.7,-0.41,722.34,3.26,4458.33
9570,0.52,-0.15,-0.04,-11.52,-6.67,-55.63,-2.96,-14.08,11.52,722.17,15.19,4471.67
9571,0.75,-0.52,0.56,-56.78,41.97,-86.08,32.0,-34.56,30.86,474.65,11.71,7485.0
9572,0.82,-0.97,0.75,-67.89,64.19,-97.52,35.71,-23.45,27.15,458.11,18.67,8068.33
9573,0.11,-0.3,0.26,-37.45,44.85,-15.22,-9.22,-14.08,15.22,458.27,6.74,8048.33
9574,0.19,-0.63,0.41,-37.45,37.45,-18.93,-2.96,-10.37,8.96,458.34,-5.3,8031.67
9575,0.08,-0.26,0.15,-63.37,15.22,7.0,-6.67,-17.78,6.41,240.88,-14.08,10000.0
9576,0.82,-0.89,0.78,-112.01,34.56,-63.86,38.26,-27.15,18.34,240.72,-5.55,10013.33
9577,0.45,-0.3,0.19,-55.63,-6.67,-40.82,15.22,-4.11,7.82,240.95,4.78,10023.33
9578,0.04,0.37,-0.48,15.22,-40.82,4.11,-15.22,22.63,-8.96,241.12,8.19,10016.67
9579,-0.56,0.75,-0.89,60.15,-74.64,37.93,-41.97,38.26,-22.04,241.38,8.19,10016.67
9580,-0.19,0.15,-0.3,3.78,-33.41,14.89,-15.22,22.63,-8.96,241.12,11.6,10006.67
9581,-0.04,-0.33,-0.15,-7.0,-47.89,26.34,-26.0,12.67,-1.56,241.08,10.0,10000.0
9582,-0.34,-0.18,-0.11,-18.11,-59.34,37.45,-26.0,12.67,-1.56,241.08,10.0,9990.0
9583,-0.37,0.22,-0.33,-6.67,-51.93,26.67,-33.41,8.96,5.85,241.15,11.78,10006.67
9584,-0.56,0.56,-0.48,-6.67,-37.45,26.67,-44.85,11.52,-5.26,241.12,18.75,10023.33
9585,0.04,0.18,-0.07,-40.49,44.85,-3.78,-25.52,-4.11,7.82,482.17,11.82,7235.0
9586,-0.37,0.63,-0.71,8.15,21.81,37.45,-74.48,15.22,-12.67,724.66,6.63,4388.33
9587,0.15,-0.22,0.11,-51.93,48.56,-22.63,-28.07,-0.41,17.78,724.59,13.37,4368.33
9588,0.48,-0.33,0.19,-26.34,11.52,-18.93,-24.37,-7.82,15.22,483.3,9.97,7156.67
9589,0.97,-1.12,1.15,-60.49,56.78,-49.37,22.04,-27.15,35.71,240.82,15.15,9990.0
9590,1.0,-1.04,1.26,-34.56,86.41,-49.37,24.6,-24.6,24.6,240.68,15.15,10006.67
9591,0.07,-0.56,0.78,-26.33,41.15,-22.63,-5.85,2.15,7.82,240.85,18.56,10010.0
9592,0.26,-0.41,0.48,-40.82,4.11,-33.41,-5.85,-5.26,4.11,240.75,15.08,10006.67
9593,-0.3,0.37,-0.45,-6.67,-52.26,26.67,-25.19,11.52,-5.26,415.67,11.6,9663.33
9594,0.04,0.15,-0.56,8.15,-40.82,52.59,-25.19,11.52,-5.26,415.67,11.6,9676.67
9595,0.04,0.15,-0.56,8.15,-40.82,52.59,-22.63,21.48,-12.67,415.63,15.08,9683.33
9596,0.18,-0.11,-0.33,4.44,-55.3,15.56,-26.33,14.08,-15.22,241.02,20.3,10020.0
9597,0.74,-0.41,0.15,-44.19,-21.48,-55.3,7.82,-5.26,4.11,240.82,30.63,10000.0
9598,0.15,-0.03,-0.26,0.74,-55.3,-21.48,-18.93,15.22,-11.52,241.08,18.52,10000.0
9599,0.07,0.23,-0.52,4.44,-29.71,-14.07,-44.85,22.63,-8.96,483.4,11.6,7163.33
9600,-0.63,1.01,-1.15,63.86,-49.04,45.34,-101.23,34.56,-32.0,483.53,6.63,7163.33
9601,-0.93,1.15,-1.12,52.75,-60.49,56.45,-93.82,30.86,-25.74,483.6,13.56,7173.33
9602,-0.93,1.23,-1.01,37.93,-71.6,56.45,-67.89,23.45,-28.3,441.54,13.56,8673.33
9603,-1.12,0.97,-0.75,12.34,-97.52,41.97,-41.97,19.75,-20.89,653.15,22.04,6930.0
9604,-1.04,1.0,-0.6,19.75,-97.52,56.45,-71.6,16.04,-30.86,653.01,20.49,6920.0
9605,-1.27,0.82,-0.41,19.75,-123.45,60.15,-75.3,27.15,-34.56,452.72,13.56,8253.33
9606,-0.67,0.41,-0.0,-25.52,-63.37,29.71,-48.56,11.52,-21.48,421.02,-0.3,9461.67
9607,-0.45,0.41,-0.04,4.11,-33.74,15.22,-18.93,15.22,-11.52,421.15,1.26,9451.67
9608,0.15,-0.0,0.37,-41.15,26.33,-15.22,7.82,-15.22,11.52,620.33,1.26,8160.0
9609,0.22,-0.34,0.52,-41.15,18.93,-18.93,7.82,-15.22,11.52,440.33,-2.15,8715.0
9610,0.26,-0.59,0.3,-63.37,0.74,7.0,0.41,-11.52,5.26,440.27,-9.08,8718.33
9611,0.59,-0.67,0.37,-26.34,-14.07,10.7,-2.15,-4.11,8.96,240.95,3.04,10023.33
9612,0.29,-0.07,-0.26,44.52,-55.3,48.56,-43.37,12.67,-0.41,241.08,4.85,10023.33
9613,0.82,-0.41,0.08,14.07,-21.48,-33.74,-16.63,-7.82,15.22,240.82,16.96,10036.67
9614,0.56,-0.67,0.15,-22.96,-14.07,-41.15,-6.67,-4.11,7.82,240.75,15.19,10026.67
9615,0.86,-1.26,0.79,-93.82,27.15,-79.0,28.3,-24.6,23.45,240.55,25.41,10023.33
9616,0.33,-0.93,0.45,-63.37,-6.67,3.3,8.96,-7.82,14.08,240.88,20.23,10006.67
9617,-0.0,-0.4,-0.22,-3.3,-47.89,63.37,-25.19,11.52,-5.26,241.08,9.89,10000.0
9618,-0.49,0.6,-1.04,67.56,-74.64,112.01,-49.37,41.97,-28.3,241.32,1.26,9993.33
9619,-0.22,0.41,-0.52,7.48,-26.0,55.63,-22.63,26.33,-15.22,241.05,4.67,9993.33
9620,0.11,-0.11,0.15,-52.59,15.22,-4.44,4.11,3.29,11.52,240.92,16.78,10003.33
9621,0.63,-1.15,1.01,-97.52,41.97,-75.3,38.26,-16.04,30.86,240.72,27.12,10000.0
9622,0.33,-0.89,0.56,-41.15,-6.67,-55.96,4.11,3.29,11.52,240.92,16.78,10006.67
9623,0.33,-0.89,0.56,-41.15,-6.67,-55.96,1.56,-4.11,7.82,240.82,13.3,10010.0
9624,-0.15,0.08,-0.22,-21.81,-33.41,-3.29,-25.19,11.52,-5.26,241.08,9.89,10003.33
9625,-0.45,0.22,-0.19,-32.92,-44.85,7.82,-25.19,11.52,-5.26,241.08,9.89,10013.33
9626,-0.48,0.63,-0.41,-21.48,-37.45,-2.96,-15.22,22.63,-8.96,414.94,-0.33,9711.67
9627,-0.56,0.56,-0.48,-6.67,-37.45,26.67,-15.22,22.63,-8.96,589.52,1.37,9385.0
9628,-0.41,0.67,-0.74,8.15,-11.52,52.59,-7.82,18.93,-2.7,764.17,10.0,9041.67
9629,-0.33,0.34,-0.41,22.63,10.7,63.37,-15.22,17.78,-6.41,590.28,23.71,9343.33
9630,-0.19,0.26,-0.04,44.85,14.41,37.45,-18.93,10.37,-8.96,415.67,27.19,9673.33
9631,-0.26,0.18,0.37,30.04,18.11,26.0,-18.93,10.37,-8.96,459.47,28.89,8006.67
9632,-0.08,0.33,0.07,15.56,-18.93,15.22,-21.48,10.37,-8.96,459.47,28.89,7993.33
9633,-0.37,0.3,-0.04,-21.48,-48.56,15.22,-25.19,21.48,-12.67,459.43,16.78,7996.67
9634,-0.3,0.48,-0.37,4.11,-52.26,26.67,-32.59,14.08,-15.22,476.02,15.08,7413.33
9635,-0.86,0.78,-0.86,52.75,-86.08,97.52,-56.78,34.56,-30.86,476.29,2.96,7430.0
9636,-0.56,0.64,-0.89,67.56,-74.64,86.41,-49.37,30.86,-24.6,706.52,2.96,5013.33
9637,-0.08,0.08,-0.37,8.15,-40.49,15.56,-18.93,15.22,-11.52,471.32,-9.08,7600.0
9638,0.26,-0.45,0.3,-51.93,0.74,-44.52,5.26,-5.26,4.11,471.05,3.04,7580.0
9639,0.82,-0.86,0.56,-82.38,34.56,-89.78,24.6,-22.04,13.49,240.55,15.15,10006.67
9640,0.89,-1.19,0.9,-67.89,56.78,-79.0,20.89,-18.34,23.45,240.58,30.67,10013.33
9641,0.3,-0.41,0.48,-22.63,33.74,-30.37,4.11,-1.56,14.08,459.3,28.89,8020.0
9642,0.07,-0.19,0.59,-40.82,48.56,-18.93,4.11,-11.52,21.48,459.33,25.41,8020.0
9643,0.0,0.14,0.26,-55.3,26.33,-29.71,4.11,-8.96,10.37,652.08,11.71,6968.33
9644,0.0,0.14,0.26,-47.89,-3.3,-29.71,-25.52,-12.67,0.41,433.73,13.48,8978.33
9645,-0.63,0.48,-0.08,-14.07,-63.37,15.22,-48.56,6.67,-18.93,434.0,18.7,8978.33
9646,-0.58,0.28,0.2,0.41,-63.37,26.0,-37.45,7.82,-15.22,493.54,18.56,6786.67
9647,0.2,-0.32,0.28,-22.63,-18.11,-44.85,15.22,-11.52,5.26,662.99,16.78,6651.67
9648,0.39,-0.06,0.02,2.96,7.82,-30.37,-10.7,-7.82,-2.15,662.89,8.3,6648.33
9649,0.0,0.34,-0.63,33.41,-40.82,-7.33,-59.34,1.56,-14.08,410.7,8.45,9881.67
9650,-0.26,0.48,-0.45,3.78,-26.0,18.6,-65.6,5.26,-4.11,241.02,10.22,10010.0
9651,-0.3,0.34,-0.45,-7.0,-26.0,30.04,-35.97,8.96,5.85,415.73,13.48,9670.0
9652,0.11,-0.3,0.19,-37.45,15.22,-15.22,5.26,-7.82,15.22,415.6,11.67,9673.33
9653,-0.15,-0.11,-0.33,33.41,-33.41,41.15,-15.22,4.11,-7.82,638.86,-2.04,7503.33
9654,0.41,-1.0,0.52,-0.74,-6.67,-41.15,11.52,-11.52,5.26,464.01,-0.33,7830.0
9655,-0.0,-0.18,0.04,55.63,-29.71,15.22,-41.15,7.82,-15.22,464.11,8.45,7820.0
9656,0.26,-0.37,0.56,-15.22,18.93,-41.15,-14.41,-7.82,-2.15,240.82,6.63,9996.67
9657,-0.48,0.37,0.07,41.15,-4.11,15.22,-48.56,11.52,-21.48,445.77,8.41,8503.33
9658,-0.07,-0.34,0.63,-15.22,48.56,-18.93,-2.15,-1.56,-2.15,445.57,15.15,8513.33
9659,-0.37,-0.07,0.18,41.15,-0.08,0.41,-43.37,15.22,-11.52,445.7,16.96,8503.33
9660,-0.04,0.0,0.18,41.15,-0.08,0.41,-39.67,4.11,-7.82,240.98,16.96,10000.0
9661,-0.67,0.71,-0.34,67.89,-82.38,49.04,-86.08,17.19,-27.15,241.18,10.22,9993.33
9662,-0.48,0.41,0.14,48.56,-33.74,33.41,-41.15,7.82,-15.22,241.02,22.15,9990.0
9663,-0.71,0.41,0.18,18.93,-63.37,47.89,-41.15,7.82,-15.22,241.02,23.89,9993.33
9664,-0.18,-0.04,0.44,-33.74,-3.3,2.96,11.52,-11.52,5.26,240.92,15.11,10006.67
9665,-0.45,0.59,-0.19,-25.52,-37.45,26.0,-18.93,-3.29,-10.37,241.15,18.63,10003.33
9666,-0.45,0.59,-0.19,-25.52,-37.45,26.0,-15.22,4.11,-7.82,241.18,11.71,10013.33
9667,-0.56,0.56,-0.15,11.52,-37.45,29.71,-11.52,11.52,-5.26,447.22,11.71,8461.67
9668,-0.29,-0.34,0.52,3.29,18.93,-0.74,33.41,-7.82,6.67,700.73,4.82,5260.0
9669,0.27,-0.71,0.71,-37.93,79.0,-60.15,52.75,-27.15,27.15,700.53,10.0,5263.33
9670,-0.15,-0.23,0.41,-22.3,18.93,-18.93,-3.63,-15.22,4.11,494.59,18.78,6808.33
9671,-0.48,0.59,-0.34,0.74,-37.45,41.15,-52.26,15.22,-11.52,434.75,20.45,8933.33
9672,-0.63,0.48,-0.23,26.33,-37.45,59.34,-54.82,7.82,-15.22,434.65,16.97,8916.67
9673,0.0,-0.22,0.3,-0.41,44.85,10.7,-2.15,-11.52,5.26,434.55,8.19,8920.0
9674,-0.18,-0.37,0.67,21.81,48.56,-15.22,5.26,-15.22,11.52,425.95,11.67,9253.33
9675,-0.6,0.11,0.37,37.45,-11.52,26.0,-18.93,15.22,-11.52,426.18,3.04,9263.33
9676,-0.93,0.63,-0.38,82.38,-82.38,63.86,-60.15,32.0,-20.89,603.06,3.04,8840.0
9677,-0.56,0.45,-0.6,60.15,-100.56,89.78,-63.86,24.6,-23.45,418.0,4.78,9603.33
9678,-0.04,0.0,-0.33,7.48,-40.49,44.85,-39.67,-5.85,-0.41,417.76,13.41,9610.0
9679,-0.34,0.19,-0.11,-10.7,-51.93,55.63,-28.89,4.11,-7.82,241.05,16.82,10040.0
9680,0.04,-0.37,0.59,-44.85,-10.7,-26.67,-5.85,-5.26,4.11,240.75,15.08,10040.0
9681,0.11,-0.71,0.74,-44.85,-18.11,-30.37,-3.29,2.15,7.82,240.85,18.56,10033.33
9682,0.37,-0.96,0.49,-37.45,-6.67,-18.93,0.41,-8.96,11.52,240.88,32.41,10033.33
9683,0.52,-0.74,0.12,-33.74,-14.07,-18.93,4.11,-15.22,12.67,410.7,30.63,9895.0
9684,0.52,-0.63,-0.11,37.19,-37.11,41.15,-18.93,-3.29,-10.37,668.17,27.26,6555.0
9685,0.37,-0.15,-0.26,47.97,-22.63,29.71,-18.93,-3.29,-10.37,668.17,27.26,6555.0
9686,0.37,-0.15,-0.26,47.97,-22.63,29.71,-25.19,2.97,-11.52,498.35,29.04,6680.0
9687,0.37,-0.26,-0.03,-22.96,0.41,-30.37,5.26,-5.26,4.11,240.82,30.63,10010.0
9688,0.78,-0.93,0.64,-93.82,34.56,-75.3,35.71,-13.49,19.75,240.58,27.12,9990.0
9689,0.22,-0.52,0.37,-67.08,0.74,-30.04,0.74,-2.97,11.52,240.82,13.41,9983.33
9690,0.22,-0.52,0.37,-67.08,0.74,-30.04,-6.67,-4.11,7.82,412.6,10.0,9778.33
9691,-0.0,-0.26,-0.11,3.78,-47.89,4.11,-40.82,15.22,-11.52,412.8,-0.33,9791.67
9692,0.59,-0.63,0.3,-41.15,-14.07,-29.71,-3.29,4.7,-3.29,412.56,13.37,9801.67
9693,0.63,-0.67,0.34,-15.22,-14.07,-51.93,-3.29,4.7,-3.29,240.72,18.56,10023.33
9694,0.48,-0.41,0.11,-26.0,11.52,-59.34,-25.52,1.0,2.97,483.07,25.49,7183.33
9695,0.19,-0.3,0.15,-37.45,26.33,-44.85,-21.81,-5.26,4.11,483.17,9.97,7180.0
9696,-0.52,0.48,-0.45,-18.11,-26.34,11.52,-41.15,11.52,-5.26,483.5,9.97,7170.0
9697,-0.67,0.41,-0.0,-25.52,-63.37,29.71,-18.93,15.22,-11.52,241.15,3.04,9996.67
9698,-0.9,0.67,-0.49,45.34,-112.01,63.86,-45.67,30.86,-24.6,241.35,20.3,9996.67
9699,-0.67,0.86,-0.67,45.34,-86.08,60.15,-53.08,34.56,-30.86,241.48,18.52,9990.0
9700,-0.04,0.15,-0.15,18.6,-3.78,11.52,-18.93,15.22,-11.52,241.28,28.86,10003.33
9701,-0.08,0.08,-0.19,18.6,-3.78,33.74,-18.93,15.22,-11.52,464.37,13.41,7836.67
9702,-0.0,-0.07,0.11,55.63,-0.08,37.45,-29.71,5.26,-4.11,464.14,1.48,7850.0
9703,-0.08,0.26,-0.22,41.15,-22.3,26.67,-39.67,1.56,3.29,464.21,3.26,7850.0
9704,0.22,0.14,0.22,-18.26,26.33,-44.19,-9.22,-6.67,18.93,240.88,15.19,10020.0
9705,0.08,0.22,-0.15,-40.49,22.63,-18.26,1.56,3.29,11.52,240.92,16.78,10003.33
9706,-0.07,0.11,-0.04,-14.89,22.63,-0.08,4.11,-4.11,7.82,240.82,13.3,10000.0
9707,-0.63,0.48,-0.23,26.33,-37.45,59.34,-52.26,7.82,-15.22,240.95,8.34,9993.33
9708,-0.07,-0.41,0.63,-7.82,-10.7,-22.96,-28.07,-15.22,11.52,240.82,20.45,9996.67
9709,0.15,-0.63,0.85,-18.93,11.52,-30.37,-24.37,-11.52,5.26,240.88,8.41,9986.67
9710,1.0,-1.19,0.97,-41.97,67.89,-89.78,28.3,-27.15,35.71,484.53,16.89,7115.0
9711,1.05,-1.1,0.72,-71.6,71.6,-74.93,27.15,-27.15,35.71,739.62,13.52,3818.33
9712,0.72,-0.57,-0.03,-26.67,0.74,-37.08,-25.52,-7.82,15.22,739.72,22.3,3838.33
9713,0.68,-0.57,0.08,-44.85,-10.37,-37.08,-21.81,-4.11,7.82,495.94,18.78,6720.0
9714,0.41,-0.33,0.19,-4.11,-6.67,-22.3,-10.7,-0.41,0.41,240.78,20.38,10033.33
9715,0.37,-0.41,0.15,-14.89,-6.67,-0.08,18.93,3.29,10.37,240.78,28.86,10013.33
9716,0.15,-0.63,0.34,-26.34,0.74,10.7,8.96,-0.41,17.78,240.85,30.63,10020.0
9717,0.03,-0.33,-0.18,7.48,-47.89,41.15,-25.19,18.93,-1.56,241.05,20.3,10000.0
9718,0.59,-0.63,0.3,-41.15,-14.07,-29.71,-5.85,-7.82,15.22,240.88,15.08,10020.0
9719,0.22,0.15,-0.15,41.15,-37.11,4.44,-26.33,4.11,-7.82,241.05,15.08,10003.33
9720,0.56,-0.48,0.52,-3.78,4.11,-55.63,-2.15,-18.93,18.93,240.92,27.19,10006.67
9721,-0.26,0.07,0.29,37.45,-41.15,3.78,-39.67,1.56,3.29,241.12,16.96,10006.67
9722,-0.37,0.3,-0.08,26.0,-44.85,18.26,-43.37,12.67,-0.41,241.08,4.85,10020.0
9723,-0.59,0.63,-0.23,37.11,-37.45,47.89,-40.82,5.26,-4.11,240.98,1.37,10026.67
9724,-0.48,0.85,-0.63,55.3,-11.52,47.89,-26.33,4.11,-7.82,241.05,16.82,10010.0
9725,-0.67,0.59,-0.37,29.71,-37.45,33.41,-22.63,-7.0,-4.11,452.59,30.67,8250.0
9726,-0.26,0.52,-0.45,4.11,-52.26,15.22,-18.93,-3.29,-10.37,654.22,35.89,6871.67
9727,0.22,-0.48,0.37,-66.74,-25.52,-33.41,7.82,-18.93,2.7,844.64,28.97,5916.67
9728,0.93,-1.15,1.01,-112.01,27.15,-89.78,52.75,-28.3,14.63,871.78,20.49,4958.33
9729,0.74,-1.3,1.3,-97.52,64.19,-79.0,56.45,-20.89,17.19,670.18,16.97,6340.0
9730,0.44,-0.71,0.67,-26.67,22.96,-41.15,33.41,2.15,6.67,479.8,16.97,7301.67
9731,0.67,-0.52,0.52,10.37,15.56,-11.52,18.93,3.29,10.37,240.92,21.93,10010.0
9732,0.26,0.19,-0.04,66.74,-37.11,22.63,-37.45,15.22,-12.67,241.05,16.97,9996.67
9733,0.18,0.19,-0.0,52.26,-37.11,7.82,-41.15,7.82,-15.22,241.02,23.89,9990.0
9734,-0.04,0.0,0.18,41.15,-0.08,0.41,-51.11,4.11,-7.82,241.08,25.67,9990.0
9735,-0.37,-0.07,0.18,18.93,-0.08,0.41,-28.89,1.56,-4.11,493.44,20.3,6830.0
9736,-0.07,-0.3,0.63,-26.0,70.78,-18.93,-5.85,-6.67,11.52,734.53,6.44,4041.67
9737,0.08,-0.19,0.19,-22.3,33.74,-41.15,0.41,-10.37,1.56,904.21,4.67,3916.67
9738,0.8,-0.69,0.69,-56.45,64.19,-75.3,38.26,-19.75,20.89,904.08,2.93,3850.0
9739,0.91,-1.1,0.88,-41.97,34.56,-101.23,45.67,-19.75,20.89,662.76,13.26,6635.0
9740,0.28,-0.35,0.46,-26.33,15.22,-48.56,18.93,-4.11,7.82,693.5,9.86,5426.67
9741,0.08,-0.26,0.3,-15.22,15.22,-41.15,11.52,-11.52,5.26,441.17,8.19,8673.33
9742,0.04,-0.22,0.26,-41.15,15.22,-18.93,4.11,-22.63,8.96,441.14,6.49,8680.0
9743,0.3,-0.86,0.89,-49.38,49.37,-41.97,27.15,-41.97,28.3,240.62,8.19,10016.67
9744,-0.11,-0.37,0.59,-33.74,-10.7,-0.74,0.41,-26.33,15.22,240.82,25.45,10003.33
9745,-0.11,-0.37,0.59,-33.74,-10.7,-0.74,-2.15,-16.37,7.82,240.78,28.93,9996.67
9746,0.33,-0.41,0.63,-33.74,-25.52,-0.74,1.56,-12.67,1.56,240.85,16.89,10003.33
9747,0.45,-0.19,0.22,-15.56,0.41,-0.74,-2.15,-1.56,-2.15,240.82,3.04,10000.0
9748,0.71,0.07,0.15,21.48,-7.0,6.67,7.82,-0.41,1.56,240.88,1.26,10006.67
9749,0.45,-0.19,0.22,-15.56,0.41,-0.74,1.56,-4.11,7.82,451.45,11.6,8288.33
9750,0.59,-0.67,0.37,-26.34,-14.07,10.7,5.26,-15.22,11.52,451.48,25.45,8305.0
9751,-0.26,-0.15,0.04,-10.7,-59.34,51.93,-25.19,-7.0,-4.11,630.47,25.45,7805.0
9752,-0.08,0.04,-0.3,18.93,-66.74,29.71,-22.63,0.41,-0.41,419.94,30.63,9506.67
9753,0.3,-0.52,0.48,-15.22,4.11,-52.59,7.82,-7.82,15.22,637.2,22.15,7535.0
9754,0.93,-1.23,1.01,-41.97,86.41,-101.23,38.26,-16.04,30.86,458.21,22.15,8048.33
9755,0.26,-0.41,0.52,-0.74,67.08,-30.37,11.52,7.0,4.11,458.34,10.04,8051.67
9756,-0.45,0.37,-0.15,18.6,-15.22,26.0,-33.41,16.37,-7.82,241.02,3.07,10016.67
9757,-1.08,1.08,-0.67,37.93,-75.3,74.64,-63.86,35.71,-27.15,481.12,3.07,7253.33
9758,-0.9,0.78,-0.6,12.34,-89.78,60.15,-74.64,25.74,-23.45,728.41,15.19,4256.67
9759,-0.82,0.82,-0.45,19.75,-89.78,74.64,-56.45,32.0,-24.6,728.51,23.71,4260.0
9760,-0.19,0.0,-0.0,0.41,-59.34,3.78,-35.97,8.96,2.15,488.47,25.49,7006.67
9761,-0.26,-0.11,0.15,11.52,-59.34,-7.33,-25.19,18.93,-1.56,241.18,13.37,10016.67
9762,-0.04,-0.11,0.11,41.15,-29.71,-21.81,-54.82,15.22,-11.52,241.05,11.82,10006.67
9763,-0.04,-0.11,0.11,41.15,-29.71,-21.81,-54.82,17.78,-22.63,240.92,11.82,10016.67
9764,0.37,-0.74,0.74,10.7,11.52,-67.08,-28.07,-12.67,0.41,418.67,17.19,9548.33
9765,0.41,-1.0,0.52,-11.52,-6.67,-41.15,-5.85,-5.26,4.11,418.73,11.82,9561.67
9766,-0.08,-0.03,-0.26,7.82,-33.41,11.52,-22.63,11.52,-5.26,419.07,6.63,9548.33
9767,0.11,0.23,-0.48,-6.67,-40.82,22.96,-18.93,15.22,-11.52,241.15,-2.15,10006.67
9768,0.37,0.04,0.04,-66.74,7.82,-33.41,15.22,-4.11,7.82,240.95,8.19,9993.33
9769,0.45,-0.11,0.33,-29.71,11.52,-29.71,15.22,-4.11,7.82,240.95,8.19,9993.33
9770,0.04,-0.04,0.41,-4.11,26.33,-11.52,11.52,-0.41,17.78,427.28,8.19,9201.67
9771,-0.48,0.41,0.14,48.56,-33.74,33.41,-33.41,8.96,5.85,625.56,8.19,7951.67
9772,0.08,-0.19,0.26,-4.11,-18.11,-22.96,-10.37,-14.08,16.37,795.04,11.6,7833.33
9773,-0.41,0.26,-0.19,4.11,-78.19,3.78,-33.41,-2.15,-6.67,608.91,28.86,8635.0
9774,-0.3,0.48,-0.59,22.3,-52.26,3.78,-15.22,4.11,-7.82,617.83,23.89,8301.67
9775,-0.97,1.3,-1.08,63.53,-71.6,74.64,-45.67,30.86,-24.6,448.28,13.56,8423.33
9776,-0.04,0.82,-0.6,55.3,-26.33,47.89,-18.93,15.22,-11.52,448.08,-3.7,8416.67
9777,0.71,0.07,0.15,21.48,-7.0,6.67,-2.15,-1.56,-2.15,240.82,3.04,10013.33
9778,0.52,-0.19,0.41,-4.11,-32.92,-7.82,5.26,-5.26,4.11,240.88,15.15,10020.0
9779,-0.22,0.56,-0.34,29.71,-52.26,33.41,-21.48,10.37,-8.96,409.59,23.93,9933.33
9780,-1.08,1.08,-0.67,45.34,-97.52,74.64,-38.26,27.15,-18.34,409.92,18.75,9920.0
9781,-0.89,1.34,-0.93,70.93,-71.6,89.12,-45.67,30.86,-24.6,409.86,6.63,9926.67
9782,-0.41,0.33,-0.11,0.08,-44.85,40.49,-15.22,22.63,-8.96,241.12,11.6,10013.33
9783,0.41,-0.22,0.11,-41.15,0.41,-18.93,4.11,-4.11,7.82,240.82,13.3,10026.67
9784,0.41,-0.22,0.11,-41.15,0.41,-18.93,7.82,-15.22,11.52,409.36,18.67,9933.33
9785,0.37,0.18,-0.11,-29.71,7.82,-29.71,-2.15,-16.37,7.82,409.29,20.45,9936.67
9786,0.11,0.37,-0.0,-29.71,22.63,-29.71,1.56,-12.67,1.56,622.21,10.22,8131.67
9787,0.63,-0.67,0.86,-74.64,49.37,-100.56,22.04,-22.04,13.49,453.4,16.96,8211.67
9788,0.33,-0.56,0.41,-26.0,0.74,-29.71,-24.37,-8.96,-5.85,453.6,10.22,8205.0
9789,-0.23,-0.18,0.07,15.22,-59.34,29.71,-54.82,17.78,-22.63,240.92,11.82,10003.33
9790,-0.0,0.11,-0.04,26.33,-66.74,59.34,-44.85,18.93,-18.93,240.98,10.04,10016.67
9791,-0.19,0.22,0.03,48.56,-66.74,29.71,-44.85,22.63,-18.93,495.85,18.52,6766.67
9792,-0.26,0.19,-0.11,41.15,-66.74,15.22,-37.45,18.93,-12.67,495.92,30.63,6763.33
9793,-0.59,0.26,-0.19,4.11,-51.93,11.52,-44.85,17.78,-16.37,495.85,32.41,6750.0
9794,-0.04,-0.3,0.52,-52.26,18.93,-18.93,4.11,1.0,2.97,240.78,30.67,10010.0
9795,0.11,-0.19,0.26,-37.45,44.85,7.0,0.41,-6.41,0.41,240.75,32.41,10006.67
9796,0.19,-0.52,0.41,-37.45,37.45,3.3,-2.15,-16.37,7.82,451.42,27.23,8301.67
9797,-0.19,-0.07,-0.37,-3.3,-33.41,63.37,-51.11,-3.29,-11.52,451.62,20.49,8301.67
9798,0.26,-0.59,0.3,-63.37,0.74,7.0,-20.67,-11.52,4.11,451.38,16.97,8308.33
9799,0.52,-0.33,0.22,-26.34,-6.67,14.41,-18.11,-4.11,7.82,240.85,22.15,10013.33
9800,0.78,-0.52,0.74,-86.41,41.97,-41.97,34.56,-23.45,28.3,240.75,13.37,10013.33
9801,0.37,0.04,0.33,-33.74,7.82,2.96,7.82,-11.52,15.22,490.73,8.41,6923.33
